target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1180.58	132	13.7611
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4517.46	154	4.1957
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	664.127	0	0
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	1954.45	10	0.629728
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	560.181	4	0.878838
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	987.949	0	0
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	2008.8	1176.34	72.0736
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3013.14	213	8.70038
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	328.21	14	5.24994
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	955.062	236	30.4129
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	960.117	289.264	37.0807
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	960.117	289.264	37.0807
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	862.202	680.472	97.1357
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2497.45	269.978	13.3048
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	392.881	249	78.0038
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1832.24	122	8.19512
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	554.809	23	5.10225
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	14195.8	35	0.303448
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1833.25	273.056	18.3319
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1835.78	161.944	10.8573
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2346.81	219	11.4853
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2392.88	0	0
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	239.2	174	89.5293
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2177.95	78	4.40782
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	918.829	393	52.6424
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	652.058	13	2.45378
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1663.89	25.0104	1.85001
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1261.95	334	32.5749
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1413.86	304	26.4633
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1575.31	36	2.81264
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2776.94	532	23.5788
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	886.604	367.945	51.0776
lcl|NW_015386080.1_cds_XP_015665473.1_33	954	886.604	367.945	51.0776
lcl|NW_015386080.1_cds_XP_015665546.1_34	933	870.167	0.109447	0.0154802
lcl|NW_015386080.1_cds_XP_015667036.1_35	654	615.949	0	0
lcl|NW_015386080.1_cds_XP_015665655.1_36	801	734.845	47	7.8719
lcl|NW_015386080.1_cds_XP_015665766.1_37	1875	1877.95	188	12.3211
lcl|NW_015386080.1_cds_XP_015665881.1_38	1098	1115.06	338	37.3076
lcl|NW_015386080.1_cds_XP_015665994.1_39	1599	1484.41	246.303	20.4218
lcl|NW_015386080.1_cds_XP_015666064.1_40	1254	1146.11	8.69685	0.933931
lcl|NW_015386080.1_cds_XP_015666249.1_41	930	837.113	547.585	80.5091
lcl|NW_015386080.1_cds_XP_015666179.1_42	930	842.302	341.415	49.8875
lcl|NW_015386080.1_cds_XP_015687256.1_43	1083	1097.93	21	2.35408
lcl|NW_015386080.1_cds_XP_015667143.1_44	354	329.372	1742	650.938
lcl|NW_015386080.1_cds_XP_015666359.1_45	450	397.9	300	92.7951
lcl|NW_015386080.1_cds_XP_015666470.1_46	1506	1483.11	696	57.758
lcl|NW_015386080.1_cds_XP_015687374.1_47	2010	1978.82	1	0.0621971
lcl|NW_015386080.1_cds_XP_015666585.1_48	3540	3713.03	212	7.02724
lcl|NW_015386080.1_cds_XP_015666813.1_49	912	869.449	397	56.1984
lcl|NW_015386080.1_cds_XP_015666700.1_50	933	943.198	556	72.5521
lcl|NW_015386080.1_cds_XP_015666930.1_51	624	592.524	223	46.3209
lcl|NW_015386081.1_cds_XP_015667260.1_52	783	762.992	9	1.45178
lcl|NW_015386081.1_cds_XP_015667488.1_53	1464	1433.02	45	3.8649
lcl|NW_015386081.1_cds_XP_015668016.1_54	2667	2628.95	0	0
lcl|NW_015386081.1_cds_XP_015667600.1_55	2226	2150.44	458	26.213
