target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	996.974	309	14.8729
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4716.56	888	9.03459
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	426.621	7.82085	0.879696
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	1867.71	264	6.7829
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	335.986	128	18.2814
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	801.006	214	12.8203
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	1925.36	405.92	10.117
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	2987.13	429	6.89167
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	79.1285	73	44.2702
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	830.753	160	9.24207
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	727.234	64	4.22306
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	727.234	64	4.22306
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	583.129	0	0
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2488.49	482.169	9.29789
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	139.128	66	22.764
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1665.33	310	8.9327
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	308.231	1442	224.497
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	14928.3	2335	7.50582
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1651.79	0	0
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1655.05	356	10.3219
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2066.12	0	0
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2130.39	350	7.88371
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	60.9133	80	63.0229
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	1983.71	231	5.58799
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	774.495	271	16.7908
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	420.55	102	11.6387
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1512.54	255.469	8.10499
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1161.73	194	8.01339
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1232.65	268	10.4332
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1382.85	260	9.02232
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2595.86	546	10.0933
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	718.571	66	4.40753
