target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1012.55	263	11.3771
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4843.72	882	7.97592
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	436.874	8.32139	0.834318
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	1931.13	272	6.16948
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	345.44	79	10.0172
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	816.222	215	11.5378
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	1974.56	371.915	8.25021
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3070.44	399	5.69199
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	82.0814	56	29.8837
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	854.585	164	8.40582
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	733.073	64.5	3.85393
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	733.073	64.5	3.85393
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	615.616	0	0
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2560.16	446.458	7.63845
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	142.081	83	25.5878
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1711.01	319	8.16638
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	317.721	1496	206.242
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	15144.1	2038	5.89457
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1662.44	0	0
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1677.89	259	6.76125
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2118.91	0	0
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2191.7	355	7.09479
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	71.4777	59	36.1554
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2020.29	213	4.61803
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	797.819	244	13.3961
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	433.816	120	12.1162
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1551.72	214.782	6.06284
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1190.99	182	6.69353
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1257.21	218	7.59519
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1407.43	244	7.59374
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2633.65	528	8.78146
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	739.025	83	4.91938
lcl|NW_015386080.1_cds_XP_015665473.1_33	954	739.025	83	4.91938
lcl|NW_015386080.1_cds_XP_015665546.1_34	933	706.629	0	0
lcl|NW_015386080.1_cds_XP_015667036.1_35	654	414.058	69	7.29927
lcl|NW_015386080.1_cds_XP_015665655.1_36	801	563.861	106	8.23428
lcl|NW_015386080.1_cds_XP_015665766.1_37	1875	1750.41	304	7.60721
lcl|NW_015386080.1_cds_XP_015665881.1_38	1098	907.23	163	7.86977
lcl|NW_015386080.1_cds_XP_015665994.1_39	1599	1422.48	150.034	4.61993
lcl|NW_015386080.1_cds_XP_015666064.1_40	1254	1043.24	13.9662	0.58639
lcl|NW_015386080.1_cds_XP_015666249.1_41	930	699.895	87.519	5.47723
lcl|NW_015386080.1_cds_XP_015666179.1_42	930	699.939	87.481	5.47451
lcl|NW_015386080.1_cds_XP_015687256.1_43	1083	849.692	211	10.8771
lcl|NW_015386080.1_cds_XP_015667143.1_44	354	76.1122	115	66.1812
lcl|NW_015386080.1_cds_XP_015666359.1_45	450	172.081	72	18.3269
lcl|NW_015386080.1_cds_XP_015666470.1_46	1506	1358.54	332	10.7043
lcl|NW_015386080.1_cds_XP_015687374.1_47	2010	1840.63	527	12.5411
lcl|NW_015386080.1_cds_XP_015666585.1_48	3540	3587.5	601	7.33794
lcl|NW_015386080.1_cds_XP_015666813.1_49	912	684.924	174	11.1275
lcl|NW_015386080.1_cds_XP_015666700.1_50	933	734.483	166	9.8996
lcl|NW_015386080.1_cds_XP_015666930.1_51	624	375.468	115	13.4158
lcl|NW_015386081.1_cds_XP_015667260.1_52	783	547.632	68	5.4389
lcl|NW_015386081.1_cds_XP_015667488.1_53	1464	1308.1	172	5.75945
lcl|NW_015386081.1_cds_XP_015668016.1_54	2667	2542.23	143	2.46384
lcl|NW_015386081.1_cds_XP_015667600.1_55	2226	2197.29	233	4.64473
lcl|NW_015386081.1_cds_XP_015667716.1_56	471	193.081	63	14.292
lcl|NW_015386081.1_cds_XP_015667830.1_57	1641	1530.51	240.295	6.87699
lcl|NW_015386081.1_cds_XP_015667904.1_58	1392	1250.26	39.7054	1.39104
lcl|NW_015386081.1_cds_XP_029139139.1_59	3744	3860.85	500	5.67256
lcl|NW_015386082.1_cds_XP_015668246.1_60	1128	938.589	414.092	19.3247
lcl|NW_015386082.1_cds_XP_015668361.1_61	2613	2555.19	393.925	6.75277
lcl|NW_015386082.1_cds_XP_015669141.1_62	1797	1640.06	261	6.97064
lcl|NW_015386082.1_cds_XP_029139423.1_63	2127	2041.5	360	7.72403
lcl|NW_015386082.1_cds_XP_015669253.1_64	1080	885.406	219	10.8341
lcl|NW_015386082.1_cds_XP_015669330.1_65	1062	857.192	0	0
lcl|NW_015386082.1_cds_XP_015668584.1_66	1857	1585.52	139	3.84004
lcl|NW_015386082.1_cds_XP_015668691.1_67	1176	901.165	99	4.81196
lcl|NW_015386082.1_cds_XP_015671126.1_68	1158	876.144	85	4.24947
lcl|NW_015386082.1_cds_XP_015669447.1_69	2778	2814.9	602	9.36753
lcl|NW_015386082.1_cds_XP_015668804.1_70	1383	1194.44	230	8.43442
lcl|NW_015386082.1_cds_XP_015668918.2_71	684	446.917	142	13.9172
lcl|NW_015386082.1_cds_XP_015671244.1_72	699	462.872	139.033	13.1568
lcl|NW_015386082.1_cds_XP_015669564.1_73	2109	1986.9	322	7.09858
lcl|NW_015386082.1_cds_XP_015669781.1_74	876	645.751	217	14.7193
lcl|NW_015386082.1_cds_XP_015669671.1_75	1338	1128.72	150.898	5.85584
lcl|NW_015386082.1_cds_XP_015669891.1_76	1338	1129.76	152.102	5.89709
lcl|NW_015386082.1_cds_XP_015671357.1_77	420	142.081	86	26.5126
lcl|NW_015386082.1_cds_XP_015670158.1_78	1977	1833.25	190.49	4.55136
lcl|NW_015386082.1_cds_XP_015670086.1_79	2001	1860.98	86.5104	2.03619
lcl|NW_015386082.1_cds_XP_015670379.1_80	696	447.802	124	12.1291
lcl|NW_015386082.1_cds_XP_015670492.2_81	3033	3012.91	445	6.46943
lcl|NW_015386082.1_cds_XP_029139499.1_82	1353	1189.4	176	6.48149
lcl|NW_015386082.1_cds_XP_015670790.1_83	753	510.881	127	10.8887
lcl|NW_015386082.1_cds_XP_015670603.1_84	1203	1035.4	114.5	4.84383
lcl|NW_015386082.1_cds_XP_015670680.1_85	1203	1035.4	114.5	4.84383
lcl|NW_015386082.1_cds_XP_029139857.1_86	1482	1330.98	262.866	8.65075
lcl|NW_015386082.1_cds_XP_015671471.1_87	1338	1187.36	314	11.5834
lcl|NW_015386082.1_cds_XP_015670900.1_88	1785	1638.89	208	5.55909
lcl|NW_015386082.1_cds_XP_015671013.1_89	1944	1820.53	312	7.50667
lcl|NW_015386083.1_cds_XP_029139962.1_90	2536	2474.42	401	7.09843
lcl|NW_015386083.1_cds_XP_029140141.1_91	1002	770.803	100	5.68261
lcl|NW_015386083.1_cds_XP_015671651.1_92	909	661.553	44.75	2.96292
lcl|NW_015386083.1_cds_XP_015671724.1_93	909	661.553	44.75	2.96292
lcl|NW_015386083.1_cds_XP_015671799.1_94	909	661.553	44.75	2.96292
lcl|NW_015386083.1_cds_XP_015671876.1_95	909	661.553	44.75	2.96292
lcl|NW_015386083.1_cds_XP_015671951.1_96	870	618.983	0	0
lcl|NW_015386083.1_cds_XP_015672393.1_97	312	38.9001	14.7925	16.6564
lcl|NW_015386083.1_cds_XP_015672062.1_98	381	103.081	55.7356	23.6834
lcl|NW_015386083.1_cds_XP_015672174.1_99	381	103.081	12.6009	5.35442
lcl|NW_015386083.1_cds_XP_015672282.1_100	312	38.9001	41.2075	46.3999
lcl|NW_015386084.1_cds_XP_015673057.1_101	501	223.081	71	13.9408
lcl|NW_015386084.1_cds_XP_015672832.1_102	3459	3445.04	538	6.84037
lcl|NW_015386084.1_cds_XP_015673167.1_103	1341	1150.08	274	10.4355
lcl|NW_015386084.1_cds_XP_015673279.1_104	609	354.054	87	10.7632
lcl|NW_015386084.1_cds_XP_015672945.1_105	1050	855.133	213	10.9103
