target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1033.5	290	11.2371
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4856.98	866	7.1403
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	446.322	113.629	10.1955
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	1925.76	293	6.09298
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	360.326	91	10.1137
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	838.15	248	11.8493
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	1990.84	417.862	8.40545
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3075.1	416	5.41749
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	91.1518	63	27.6783
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	864.87	138	6.38989
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	751.381	68.5	3.65086
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	751.381	68.5	3.65086
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	632.043	0	0
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2573.82	437.776	6.81142
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	151.152	72	19.0759
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1705.62	286	6.71505
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	327.147	1373	168.071
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	15304.7	2284	5.97636
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1680.71	0	0
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1700.29	303	7.13647
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2137.1	0	0
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2212.57	362	6.55205
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	41.5921	52	50.0677
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2042.97	204	3.99883
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	807.678	253	12.5443
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	445.624	108	9.70555
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1565.15	239.104	6.11783
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1208.69	173	5.73187
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1273.15	221	6.95148
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1430.15	250	7.00043
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2673.86	590	8.83647
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	749.311	67.5	3.6075
lcl|NW_015386080.1_cds_XP_015665473.1_33	954	749.311	67.5	3.6075
lcl|NW_015386080.1_cds_XP_015665546.1_34	933	717.062	0	0
lcl|NW_015386080.1_cds_XP_015667036.1_35	654	424.43	60.2822	5.68784
lcl|NW_015386080.1_cds_XP_015665655.1_36	801	569.143	120	8.44354
lcl|NW_015386080.1_cds_XP_015665766.1_37	1875	1767.45	329	7.4544
lcl|NW_015386080.1_cds_XP_015665881.1_38	1098	929.403	141	6.07547
lcl|NW_015386080.1_cds_XP_015665994.1_39	1599	1431.5	89.8775	2.51434
lcl|NW_015386080.1_cds_XP_015666064.1_40	1254	1049.25	40.1225	1.53135
lcl|NW_015386080.1_cds_XP_015666249.1_41	930	703.769	7.79185	0.443379
lcl|NW_015386080.1_cds_XP_015666179.1_42	930	704.358	147.208	8.36957
lcl|NW_015386080.1_cds_XP_015687256.1_43	1083	862.217	181	8.40672
lcl|NW_015386080.1_cds_XP_015667143.1_44	354	85.1518	113	53.1434
lcl|NW_015386080.1_cds_XP_015666359.1_45	450	181.152	62	13.7061
lcl|NW_015386080.1_cds_XP_015666470.1_46	1506	1373.32	297	8.66064
lcl|NW_015386080.1_cds_XP_015687374.1_47	2010	1841.35	509	11.07
lcl|NW_015386080.1_cds_XP_015666585.1_48	3540	3619.64	604	6.68246
lcl|NW_015386080.1_cds_XP_015666813.1_49	912	706.06	174	9.86898
lcl|NW_015386080.1_cds_XP_015666700.1_50	933	749.326	157	8.39061
lcl|NW_015386080.1_cds_XP_015666930.1_51	624	381.805	90	9.43986
lcl|NW_015386081.1_cds_XP_015667260.1_52	783	563.013	136	9.67354
lcl|NW_015386081.1_cds_XP_015667488.1_53	1464	1323.12	268	8.11147
lcl|NW_015386081.1_cds_XP_015668016.1_54	2667	2502.93	252	4.03196
lcl|NW_015386081.1_cds_XP_015667600.1_55	2226	2224.26	508	9.14623
lcl|NW_015386081.1_cds_XP_015667716.1_56	471	202.152	90	17.8291
lcl|NW_015386081.1_cds_XP_015667830.1_57	1641	1548.09	330.981	8.56191
lcl|NW_015386081.1_cds_XP_015667904.1_58	1392	1266.45	0.0189396	0.000598889
lcl|NW_015386081.1_cds_XP_029139139.1_59	3744	3879.28	482	4.97577
lcl|NW_015386082.1_cds_XP_015668246.1_60	1128	955.229	342.523	14.3597
lcl|NW_015386082.1_cds_XP_015668361.1_61	2613	2571.27	320.331	4.98902
lcl|NW_015386082.1_cds_XP_015669141.1_62	1797	1631.14	260	6.38332
lcl|NW_015386082.1_cds_XP_029139423.1_63	2127	2071.35	363	7.01807
lcl|NW_015386082.1_cds_XP_015669253.1_64	1080	900.357	206	9.16257
lcl|NW_015386082.1_cds_XP_015669330.1_65	1062	869.587	0	0
lcl|NW_015386082.1_cds_XP_015668584.1_66	1857	1517.96	125	3.29772
lcl|NW_015386082.1_cds_XP_015668691.1_67	1176	861.632	109	5.06605
lcl|NW_015386082.1_cds_XP_015671126.1_68	1158	839.494	80	3.81625
lcl|NW_015386082.1_cds_XP_015669447.1_69	2778	2846.83	555	7.80721
