target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1223.22	57	3.29926
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4622.85	59	0.903625
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	664.724	1.8689e-07	1.99063e-08
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	2047.12	6	0.207517
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	601.599	4	0.470759
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	1003	1	0.0705905
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	2047.75	191.942	6.6365
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3054.76	378	8.76113
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	341.58	38	7.87657
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	971.575	81	5.90275
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	1001.67	64.4719	4.55713
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	1001.67	64.4719	4.55713
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	892.914	252.056	19.9863
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2611.46	73.7953	2.00074
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	387.159	101	18.4704
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1891.3	91	3.40664
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	576.351	20	2.45691
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	14254	6	0.029803
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1796.72	76.9999	3.03428
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1798.52	6.53429e-05	2.57235e-06
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2357.97	74	2.22197
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2384.58	0	0
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	237.425	145	43.2402
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2199.86	28	0.901175
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	956.143	202	14.958
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	663.585	13	1.38705
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1705.94	23.2194	0.963679
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1297.69	81	4.41937
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1439.46	104	5.11538
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1559.29	3	0.136219
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2846.72	407	10.1227
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	907.68	143.638	11.2042
lcl|NW_015386080.1_cds_XP_015665473.1_33	954	907.68	143.638	11.2042
