target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1206.48	64	4.53411
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4566.14	61	1.14186
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	660.283	28	3.62461
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	1980.75	7	0.302066
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	588.647	4	0.580815
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	987.949	0	0
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	2010.81	180.923	7.69053
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3012.68	232	6.58215
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	336.616	15	3.80882
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	964.41	69	6.11534
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	993.328	59.3553	5.1074
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	993.328	59.3553	5.1074
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	884.549	220.289	21.2865
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2575.19	48.4978	1.6097
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	382.923	120	26.7857
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1853.12	89	4.10507
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	570.275	17	2.54799
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	14142.5	23	0.139006
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1787.97	62.9409	3.00889
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1789.35	60.0591	2.86891
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2317.5	100	3.68819
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2356.62	0	0
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	234.884	109	39.6649
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2175.71	32	1.25714
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	940.741	210	19.0802
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	657.908	21	2.72827
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1689.86	40.1409	2.03034
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1272.95	106	7.11749
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1430.74	138	8.24426
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1537.84	4	0.222322
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2813.95	399	12.1196
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	903.937	144.585	13.6716
lcl|NW_015386080.1_cds_XP_015665473.1_33	954	903.937	144.585	13.6716
lcl|NW_015386080.1_cds_XP_015665546.1_34	933	885.18	285.83	27.6
lcl|NW_015386080.1_cds_XP_015667036.1_35	654	615.949	0	0
lcl|NW_015386080.1_cds_XP_015665655.1_36	801	735.984	34	3.94861
lcl|NW_015386080.1_cds_XP_015665766.1_37	1875	1919.91	96	4.27389
lcl|NW_015386080.1_cds_XP_015665881.1_38	1098	1094.04	151	11.7972
lcl|NW_015386080.1_cds_XP_015665994.1_39	1599	1505.26	82.9987	4.71295
lcl|NW_015386080.1_cds_XP_015666064.1_40	1254	1150.87	0.00130481	9.69064e-05
lcl|NW_015386080.1_cds_XP_015666249.1_41	930	851.349	492	49.3958
lcl|NW_015386080.1_cds_XP_015666179.1_42	930	855.949	0	0
lcl|NW_015386080.1_cds_XP_015687256.1_43	1083	1092.06	2	0.156536
lcl|NW_015386080.1_cds_XP_015667143.1_44	354	319.308	546	146.156
lcl|NW_015386080.1_cds_XP_015666359.1_45	450	382.586	399	89.1408
lcl|NW_015386080.1_cds_XP_015666470.1_46	1506	1517.58	648	36.4969
lcl|NW_015386080.1_cds_XP_015687374.1_47	2010	2103.72	4	0.162519
lcl|NW_015386080.1_cds_XP_015666585.1_48	3540	3730.15	86	1.97063
lcl|NW_015386080.1_cds_XP_015666813.1_49	912	899.058	158	15.0211
lcl|NW_015386080.1_cds_XP_015666700.1_50	933	961.581	467	41.5111
lcl|NW_015386080.1_cds_XP_015666930.1_51	624	604.092	267	37.7782
lcl|NW_015386081.1_cds_XP_015667260.1_52	783	760.35	1	0.112414
lcl|NW_015386081.1_cds_XP_015667488.1_53	1464	1460.59	14	0.819283
lcl|NW_015386081.1_cds_XP_015668016.1_54	2667	2628.95	0	0
lcl|NW_015386081.1_cds_XP_015667600.1_55	2226	2190.61	236	9.20832
lcl|NW_015386081.1_cds_XP_015667716.1_56	471	419.992	1	0.203513
lcl|NW_015386081.1_cds_XP_015667830.1_57	1641	1591.97	31.8015	1.70744
lcl|NW_015386081.1_cds_XP_015667904.1_58	1392	1341.67	4.19854	0.267476
lcl|NW_015386081.1_cds_XP_029139139.1_59	3744	3775.52	263.734	5.97066
lcl|NW_015386082.1_cds_XP_015668246.1_60	1128	1115.41	85.8329	6.5774
lcl|NW_015386082.1_cds_XP_015668361.1_61	2613	2583.37	849.379	28.1027
lcl|NW_015386082.1_cds_XP_015669141.1_62	1797	1750.46	84	4.10166
lcl|NW_015386082.1_cds_XP_029139423.1_63	2127	2035.77	6	0.251916
lcl|NW_015386082.1_cds_XP_015669253.1_64	1080	1065.32	0	0
lcl|NW_015386082.1_cds_XP_015669330.1_65	1062	1040.08	272	22.3529
lcl|NW_015386082.1_cds_XP_015668584.1_66	1857	1553.44	4	0.220089
lcl|NW_015386082.1_cds_XP_015668691.1_67	1176	1137.95	0	0
lcl|NW_015386082.1_cds_XP_015671126.1_68	1158	950.181	2	0.179911
lcl|NW_015386082.1_cds_XP_015669447.1_69	2778	2700.77	248	7.84869
lcl|NW_015386082.1_cds_XP_015668804.1_70	1383	1379.45	9	0.55766
lcl|NW_015386082.1_cds_XP_015668918.2_71	684	632.587	11	1.4863
lcl|NW_015386082.1_cds_XP_015671244.1_72	699	682.241	24	3.00681
lcl|NW_015386082.1_cds_XP_015669564.1_73	2109	2104.22	233	9.46449
lcl|NW_015386082.1_cds_XP_015669781.1_74	876	822.715	77	7.99971
lcl|NW_015386082.1_cds_XP_015669671.1_75	1338	1281.19	19.9341	1.32989
lcl|NW_015386082.1_cds_XP_015669891.1_76	1338	1271.34	27.0659	1.81967
lcl|NW_015386082.1_cds_XP_015671357.1_77	420	327.566	14	3.65311
lcl|NW_015386082.1_cds_XP_015670158.1_78	1977	1951.82	20	0.875839
lcl|NW_015386082.1_cds_XP_015670086.1_79	2001	1972.29	0	0
lcl|NW_015386082.1_cds_XP_015670379.1_80	696	657.949	0	0
lcl|NW_015386082.1_cds_XP_015670492.2_81	3033	2936	260	7.56921
lcl|NW_015386082.1_cds_XP_029139499.1_82	1353	1290.71	1	0.0662221
lcl|NW_015386082.1_cds_XP_015670790.1_83	753	714.949	0	0
