target_id	length	eff_length	est_counts	tpm
XP_029143084.1_1	1203	1056.96	238	9.49455
XP_015680198.1_2	4665	5087.29	814	6.74675
XP_015687298.1_3	696	456.036	79.8259	7.38076
XP_015665765.1_4	2061	2042.04	285	5.88487
XP_015666892.1_5	597	358.315	71	8.35507
XP_029139238.1_6	1026	853.647	234	11.5583
XP_015672503.1_7	2103	2063.02	374.127	7.64667
XP_015674734.1_8	3069	3227.02	432	5.64467
XP_015673617.1_9	360	84.2846	59	29.5162
XP_015675845.1_10	1059	900.274	156	7.30645
XP_015676935.1_11	972	752.278	58	3.25092
XP_015678366.1_12	972	752.278	58	3.25092
XP_015677654.1_13	864	623.092	0	0
XP_015679465.1_14	2586	2693.45	522.461	8.17903
XP_015680546.1_15	420	144.285	88	25.7169
XP_029141162.1_16	1881	1779.74	309	7.3208
XP_015669140.1_17	573	327.032	1400	180.507
XP_029142589.1_18	13848	15602.9	2286	6.17771
XP_015683337.1_19	1833	1693.73	0	0
XP_015682634.1_20	1836	1728.58	328	8.00092
XP_015685037.1_21	2289	2246.35	0	0
XP_015684353.1_22	2340	2303.48	366	6.69968
XP_015686033.1_23	261	36.8341	77	88.145
XP_015686929.1_24	2136	2097.65	213	4.28157
XP_015687480.1_25	1008	840.947	215	10.7802
XP_015687593.1_26	672	458.301	111	10.2124
XP_015687037.1_27	1671	1615.25	210.79	5.50258
XP_015687703.1_28	1362	1255.93	203	6.81536
XP_015687147.1_29	1422	1318.54	236	7.54701
XP_029143147.1_30	1566	1465.53	280	8.05599
XP_015687929.1_31	2682	2720.62	581	9.00462
XP_015665398.1_32	954	780.004	73	3.94623
XP_015665473.1_33	954	780.004	73	3.94623
XP_015665546.1_34	933	735.299	0	0
XP_015667036.1_35	654	438.229	40.1744	3.86549
XP_015665655.1_36	801	599.768	102	7.17089
XP_015665766.1_37	1875	1830.84	319	7.34676
XP_015665881.1_38	1098	944.717	161	7.18589
XP_015665994.1_39	1599	1501.41	143.33	4.02526
XP_015666064.1_40	1254	1103.36	37.6698	1.43958
XP_015666249.1_41	930	718.873	0	0
XP_015666179.1_42	930	736.211	160	9.16377
XP_015687256.1_43	1083	893.412	236	11.1382
XP_015667143.1_44	354	78.2846	148	79.7153
XP_015666359.1_45	450	174.285	73	17.6612
XP_015666470.1_46	1506	1425.34	294	8.69733
XP_015687374.1_47	2010	1975.28	528	11.271
XP_015666585.1_48	3540	3748.33	546	6.14202
XP_015666813.1_49	912	713.599	156	9.21779
XP_015666700.1_50	933	771.405	191	10.4402
XP_015666930.1_51	624	394.392	93	9.94286
XP_015667260.1_52	783	561.642	65	4.87989
XP_015667488.1_53	1464	1365.79	106	3.2725
XP_015668016.1_54	2667	2672.08	125	1.9725
XP_015667600.1_55	2226	2302.38	217	3.97411
XP_015667716.1_56	471	195.285	68	14.6824
XP_015667830.1_57	1641	1594.67	298.385	7.88974
XP_015667904.1_58	1392	1306.08	39.6149	1.27893
XP_029139139.1_59	3744	4060.73	521	5.40992
XP_015668246.1_60	1128	984.236	447.78	19.1832
XP_015668361.1_61	2613	2689.73	338.843	5.31186
XP_015669141.1_62	1797	1722.25	226	5.5331
XP_029139423.1_63	2127	2126.02	322	6.38625
XP_015669253.1_64	1080	929.716	200	9.07061
XP_015669330.1_65	1062	888.7	0	0
XP_015668584.1_66	1857	1682.2	127	3.18334
XP_015668691.1_67	1176	956.735	104	4.58351
XP_015671126.1_68	1158	922.478	70	3.19962
XP_015669447.1_69	2778	2951.5	604	8.62881
XP_015668804.1_70	1383	1255.07	211	7.08878
XP_015668918.2_71	684	474.818	175	15.5406
XP_015671244.1_72	699	489.646	134.991	11.6246
XP_015669564.1_73	2109	2074.24	310	6.30173
XP_015669781.1_74	876	675.501	165	10.2995
XP_015669671.1_75	1338	1195	110.113	3.88532
XP_015669891.1_76	1338	1197.31	137.887	4.85594
XP_015671357.1_77	420	144.285	61	17.8265
XP_015670158.1_78	1977	1936.2	80.3942	1.75078
XP_015670086.1_79	2001	1965.77	159.606	3.42351
XP_015670379.1_80	696	465.645	147	13.3112
XP_015670492.2_81	3033	3142.17	467	6.26677
XP_029139499.1_82	1353	1243.44	185	6.27341
XP_015670790.1_83	753	532.738	106	8.38974
