target_id	length	eff_length	est_counts	tpm
XP_029143084.1_1	1203	1019.09	276	11.1125
XP_015680198.1_2	4665	4851.72	792	6.69802
XP_015687298.1_3	696	435.34	2.34351	0.22088
XP_015665765.1_4	2061	1930.34	303	6.44058
XP_015666892.1_5	597	346.601	78	9.23382
XP_029139238.1_6	1026	822.296	230	11.4767
XP_015672503.1_7	2103	1984.93	308.697	6.38123
XP_015674734.1_8	3069	3076.42	442	5.89513
XP_015673617.1_9	360	84.2687	74	36.0315
XP_015675845.1_10	1059	858.425	162	7.74336
XP_015676935.1_11	972	734.397	61	3.40813
XP_015678366.1_12	972	734.397	61	3.40813
XP_015677654.1_13	864	616.077	0	0
XP_015679465.1_14	2586	2567.45	494.114	7.89665
XP_015680546.1_15	420	144.269	88	25.0281
XP_029141162.1_16	1881	1704.25	328	7.89693
XP_015669140.1_17	573	315.512	1441	187.398
XP_029142589.1_18	13848	15137.4	2197	5.95517
XP_015683337.1_19	1833	1660.08	0	0
XP_015682634.1_20	1836	1680.07	265	6.47195
XP_015685037.1_21	2289	2126.58	0	0
XP_015684353.1_22	2340	2206.77	363	6.74941
XP_015686033.1_23	261	47.6939	65	55.92
XP_015686929.1_24	2136	2026.45	220	4.45455
XP_015687480.1_25	1008	800.072	207	10.6159
XP_015687593.1_26	672	434.716	111	10.4769
XP_015687037.1_27	1671	1547.67	231.067	6.12598
XP_015687703.1_28	1362	1199.75	208	7.11358
XP_015687147.1_29	1422	1266.77	251	8.13001
XP_029143147.1_30	1566	1412.12	259	7.52567
XP_015687929.1_31	2682	2640.92	544	8.45201
XP_015665398.1_32	954	743.736	65	3.58601
XP_015665473.1_33	954	743.736	65	3.58601
XP_015665546.1_34	933	709.668	0	0
XP_015667036.1_35	654	418.296	45.4753	4.46076
XP_015665655.1_36	801	565.138	118	8.56731
XP_015665766.1_37	1875	1755.11	367	8.57983
XP_015665881.1_38	1098	912.623	152	6.83391
XP_015665994.1_39	1599	1420.26	165.49	4.78103
XP_015666064.1_40	1254	1042.65	19.5097	0.76777
XP_015666249.1_41	930	692.07	0	0
XP_015666179.1_42	930	700.531	181	10.6015
XP_015687256.1_43	1083	858.433	194	9.27282
XP_015667143.1_44	354	78.2687	103	53.9965
XP_015666359.1_45	450	174.269	70	16.4815
XP_015666470.1_46	1506	1362.58	307	9.24469
XP_015687374.1_47	2010	1856.31	504	11.1403
XP_015666585.1_48	3540	3597.22	650	7.41418
XP_015666813.1_49	912	691.559	167	9.90842
XP_015666700.1_50	933	738.042	174	9.67353
XP_015666930.1_51	624	371.481	110	12.1499
XP_015667260.1_52	783	548.711	110	8.22556
XP_015667488.1_53	1464	1314.08	231	7.21285
XP_015668016.1_54	2667	2505.37	267	4.37276
XP_015667600.1_55	2226	2211	474	8.79645
XP_015667716.1_56	471	195.269	70	14.709
XP_015667830.1_57	1641	1534.32	318.482	8.51701
XP_015667904.1_58	1392	1254.9	34.5176	1.12863
XP_029139139.1_59	3744	3881.95	529	5.59143
XP_015668246.1_60	1128	942.646	410.853	17.8836
XP_015668361.1_61	2613	2560.77	303.713	4.86642
XP_015669141.1_62	1797	1628.97	223	5.61705
XP_029139423.1_63	2127	2053.11	360	7.19459
