target_id	length	eff_length	est_counts	tpm
XP_029143084.1_1	1203	1181.25	45	4.3528
XP_015680198.1_2	4665	4523.98	110	2.77823
XP_015687298.1_3	696	676.906	51	8.60871
XP_015665765.1_4	2061	1945.96	8	0.469735
XP_015666892.1_5	597	559.186	9	1.839
XP_029139238.1_6	1026	1010.72	2	0.226097
XP_015672503.1_7	2103	2023.78	601.384	33.9536
XP_015674734.1_8	3069	3035.36	214	8.05563
XP_015673617.1_9	360	330.106	10	3.46133
XP_015675845.1_10	1059	964.172	179	21.2126
XP_015676935.1_11	972	966.128	311.313	36.8179
XP_015678366.1_12	972	966.128	311.313	36.8179
XP_015677654.1_13	864	868.371	550.374	72.4184
XP_015679465.1_14	2586	2495.47	128.037	5.86244
XP_015680546.1_15	420	379.182	195	58.7602
XP_029141162.1_16	1881	1852.28	106	6.53876
XP_015669140.1_17	573	561.004	23	4.68445
XP_029142589.1_18	13848	14163.3	31	0.250089
XP_015683337.1_19	1833	1843.53	4.3384e-05	2.68891e-06
XP_015682634.1_20	1836	1845.68	249	15.4148
XP_015685037.1_21	2289	2356.08	107.288	5.20306
XP_015684353.1_22	2340	2406.39	20.7117	0.983436
XP_015686033.1_23	261	232.827	147	72.1406
XP_015686929.1_24	2136	2180.38	49	2.5678
XP_015687480.1_25	1008	909.874	503	63.1659
XP_015687593.1_26	672	655.778	27	4.70439
XP_015687037.1_27	1671	1656.99	26.8334	1.85034
XP_015687703.1_28	1362	1272.62	197	17.6874
XP_015687147.1_29	1422	1412.45	130	10.5164
XP_029143147.1_30	1566	1568.91	23	1.67504
XP_015687929.1_31	2682	2764.04	543	22.4467
XP_015665398.1_32	954	890.679	407.147	52.2307
XP_015665473.1_33	954	890.679	407.147	52.2307
XP_015665546.1_34	933	873.59	5.70651	0.746379
XP_015667036.1_35	654	615.949	0	0
XP_015665655.1_36	801	732.913	10	1.55899
XP_015665766.1_37	1875	1896.42	72	4.33804
XP_015665881.1_38	1098	1127.03	382	38.7281
XP_015665994.1_39	1599	1493.9	151	11.5492
XP_015666064.1_40	1254	1151.62	2.69168e-05	2.6706e-06
XP_015666249.1_41	930	835.468	0	0
XP_015666179.1_42	930	845.326	550	74.3421
XP_015687256.1_43	1083	1107.57	17	1.75378
XP_015667143.1_44	354	334.173	1311	448.257
XP_015666359.1_45	450	396.295	286	82.4601
XP_015666470.1_46	1506	1473.05	430	33.3538
XP_015687374.1_47	2010	1971.95	0	0
XP_015666585.1_48	3540	3736.88	156	4.76993
XP_015666813.1_49	912	877.835	258	33.5817
XP_015666700.1_50	933	949.845	612	73.6199
XP_015666930.1_51	624	593.179	225	43.3404
XP_015667260.1_52	783	761.274	23	3.4521
XP_015667488.1_53	1464	1437.03	48	3.81657
XP_015668016.1_54	2667	2628.95	0	0
XP_015667600.1_55	2226	2125.88	693	37.247
XP_015667716.1_56	471	417.603	9	2.46249
XP_015667830.1_57	1641	1593.2	73	5.23538
