target_id	length	eff_length	est_counts	tpm
XP_029143084.1_1	1203	1063.32	256	10.7907
XP_015680198.1_2	4665	4971.22	930	8.38483
XP_015687298.1_3	696	457.638	63.277	6.19724
XP_015665765.1_4	2061	1970.83	265	6.0266
XP_015666892.1_5	597	372.399	96	11.5541
XP_029139238.1_6	1026	855.773	269	14.0886
XP_015672503.1_7	2103	2033.84	340.363	7.50069
XP_015674734.1_8	3069	3156.21	436	6.19149
XP_015673617.1_9	360	94.2468	63	29.9605
XP_015675845.1_10	1059	886.748	158	7.98604
XP_015676935.1_11	972	761.987	47	2.76455
XP_015678366.1_12	972	761.987	47	2.76455
XP_015677654.1_13	864	640.681	0	0
XP_015679465.1_14	2586	2636.34	447.263	7.6039
XP_015680546.1_15	420	154.247	80	23.246
XP_029141162.1_16	1881	1744.4	376	9.66084
XP_015669140.1_17	573	334.042	1511	202.739
XP_029142589.1_18	13848	15643.4	2331	6.67862
XP_015683337.1_19	1833	1712.26	0	0
XP_015682634.1_20	1836	1735.86	371	9.57931
XP_015685037.1_21	2289	2195.78	1.92076e-08	3.92065e-10
XP_015684353.1_22	2340	2250.7	336	6.69107
XP_015686033.1_23	261	38.2146	52	60.9885
XP_015686929.1_24	2136	2082.69	261	5.61681
XP_015687480.1_25	1008	830.78	251	13.5414
XP_015687593.1_26	672	459.528	110	10.7289
XP_015687037.1_27	1671	1615.17	210.113	5.83053
XP_015687703.1_28	1362	1233.47	152	5.5232
XP_015687147.1_29	1422	1301.71	276	9.50318
XP_029143147.1_30	1566	1456.57	278	8.55436
XP_015687929.1_31	2682	2720.19	627	10.331
XP_015665398.1_32	954	775.039	80.5	4.65529
XP_015665473.1_33	954	775.039	80.5	4.65529
XP_015665546.1_34	933	739.617	0	0
XP_015667036.1_35	654	439.502	40.448	4.12487
XP_015665655.1_36	801	588.491	99	7.53998
XP_015665766.1_37	1875	1804.97	325	8.07028
XP_015665881.1_38	1098	946.899	149	7.05273
XP_015665994.1_39	1599	1465.22	154.138	4.71499
XP_015666064.1_40	1254	1075.52	1.86203	0.0775966
XP_015666249.1_41	930	726.343	155.283	9.582
XP_015666179.1_42	930	726.988	6.71714	0.414125
XP_015687256.1_43	1083	877.675	187	9.54953
XP_015667143.1_44	354	88.2468	107	54.345
XP_015666359.1_45	450	184.247	69	16.7851
XP_015666470.1_46	1506	1409.16	280	8.90579
XP_015687374.1_47	2010	1880.73	514	12.2493
XP_015666585.1_48	3540	3702.03	652	7.89373
XP_015666813.1_49	912	722.018	154	9.55976
XP_015666700.1_50	933	768.256	194	11.318
XP_015666930.1_51	624	393.709	111	12.6364
XP_015667260.1_52	783	580.007	68	5.25473
XP_015667488.1_53	1464	1354.35	123	4.0705
XP_015668016.1_54	2667	2560.63	132	2.31048
XP_015667600.1_55	2226	2271.66	257	5.07065
XP_015667716.1_56	471	205.247	76	16.5963
XP_015667830.1_57	1641	1588.86	350	9.87318
XP_015667904.1_58	1392	1279.42	0	0
XP_029139139.1_59	3744	3980.47	536	6.03538
XP_015668246.1_60	1128	977.604	179.112	8.21175
XP_015668361.1_61	2613	2630.05	356.763	6.07981
XP_015669141.1_62	1797	1668.23	230	6.17939
XP_029139423.1_63	2127	2118.17	359	7.59639
XP_015669253.1_64	1080	926.299	234	11.3224
XP_015669330.1_65	1062	893.35	0	0
XP_015668584.1_66	1857	1550.23	106	3.06468
XP_015668691.1_67	1176	880.419	74	3.76718
XP_015671126.1_68	1158	859.653	68	3.54536
XP_015669447.1_69	2778	2914.47	559	8.59661
XP_015668804.1_70	1383	1231.19	233	8.48216
XP_015668918.2_71	684	475.981	159	14.9721
XP_015671244.1_72	699	493.2	122.868	11.1658
XP_015669564.1_73	2109	2030	304	6.712
XP_015669781.1_74	876	676.91	162	10.7265
XP_015669671.1_75	1338	1144.18	116.805	4.57552
XP_015669891.1_76	1338	1143.9	130.195	5.10132
XP_015671357.1_77	420	154.247	57	16.5628
XP_015670158.1_78	1977	1862.42	108.236	2.60476
XP_015670086.1_79	2001	1890.87	151.764	3.59735
XP_015670379.1_80	696	466.076	100	9.61651
XP_015670492.2_81	3033	3096.34	404	5.848
XP_029139499.1_82	1353	1232.24	172	6.25617
XP_015670790.1_83	753	542.731	107	8.83636
XP_015670603.1_84	1203	1076.68	125	5.20355
XP_015670680.1_85	1203	1076.68	125	5.20355
XP_029139857.1_86	1482	1379.31	268.263	8.71715
XP_015671471.1_87	1338	1234.1	309	11.2223
XP_015670900.1_88	1785	1696.65	238	6.28723
XP_015671013.1_89	1944	1870.16	287	6.87824
XP_029139962.1_90	2536	2535.48	372	6.57592
XP_029140141.1_91	1002	802.036	83	4.6383
XP_015671651.1_92	909	682.957	31.5	2.06724
XP_015671724.1_93	909	682.957	31.5	2.06724
XP_015671799.1_94	909	682.957	31.5	2.06724
XP_015671876.1_95	909	682.957	31.5	2.06724
XP_015671951.1_96	870	637.745	0	0
XP_015672393.1_97	312	46.512	17.1053	16.4831
XP_015672062.1_98	381	115.247	36.7879	14.3071
XP_015672174.1_99	381	115.247	12.376	4.81312
XP_015672282.1_100	312	46.512	32.8947	31.6983
XP_015673057.1_101	501	235.247	45	8.5736
XP_015672832.1_102	3459	3517.59	448.789	5.71835
XP_015673167.1_103	1341	1189.85	278	10.4719
XP_015673279.1_104	609	375.464	91	10.863
XP_015672945.1_105	1050	889.138	186	9.37601
XP_015672724.1_106	300	36.1869	67	82.9847
XP_015674175.1_107	1325	1228.65	71.3333	2.60219
XP_015674246.1_108	1325	1228.65	71.3333	2.60219
XP_015674319.1_109	1325	1228.65	71.3333	2.60219
XP_029140317.1_110	1074	907.684	121	5.97482
XP_029140492.1_111	2703	2741.22	582	9.51597
XP_015674547.1_112	1077	906.092	36	1.78076
XP_015674621.1_113	1077	906.092	36	1.78076
XP_015674735.1_114	675	458.361	138	13.4941
XP_015674840.1_115	2187	2150.92	429	8.9394
XP_015673618.1_116	3030	3035.51	333	4.91685
XP_029140535.1_117	3012	3020.47	456	6.76651
XP_015673846.1_118	996	800.712	170	9.51583
XP_015673955.1_119	2085	2053.22	335	7.3128
XP_015674062.2_120	582	352.846	79	10.035
XP_029140609.1_121	690	490.62	114	10.4144
XP_015674950.1_122	3753	3842.54	475	5.54051
XP_015675064.1_123	1206	961.786	202	9.41342
XP_029140660.1_124	1242	1065.65	211	8.87446
XP_029140683.1_125	2151	2080.8	385	8.29287
XP_029140703.1_126	1833	1726.98	1121	29.0933
XP_015676029.1_127	5769	6237.88	903	6.48821
XP_015676142.1_128	2781	2891.86	379	5.87403
XP_015678294.1_129	1044	885.365	72.3571	3.66297
XP_015678224.1_130	1203	1061.44	120.643	5.09423
XP_015676254.1_131	3021	3094.34	573	8.29967
XP_029140750.1_132	1584	1316.63	165	5.61685
XP_015676503.1_133	2571	2659.37	494	8.32575
XP_029140975.1_134	1545	1395.39	233	7.48399
XP_015676684.1_135	891	712.348	266	16.7365
XP_015676789.1_136	1569	1471.07	319	9.71923
XP_015677004.1_137	1983	1955.77	459	10.5189
XP_015676896.1_138	3864	4028.01	3.66208e-08	4.07485e-10
XP_029141036.1_139	3879	4045.29	634	7.02448
