target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1026.38	252	11.3864
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4856.25	874	8.34651
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	439.613	50.0471	5.27962
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	1923.4	275	6.63066
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	352.923	85	11.1695
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	825.615	236	13.2565
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	1978.76	418.492	9.80818
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3074.6	420	6.33512
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	85.6261	71	38.4544
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	858.45	132	7.13105
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	741.532	69.5	4.3466
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	741.532	69.5	4.3466
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	623.838	0	0
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2563.72	482.506	8.72822
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	145.626	80	25.4768
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1710.37	297	8.05307
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	322.774	1423	204.457
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	15316.5	2291	6.93683
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1680.08	0	0
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1696.89	307	8.39033
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2132.79	0	0
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2186.75	382	8.10138
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	44.9223	75	77.4273
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2032.33	271	6.18401
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	800.201	211	12.2286
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	441.686	121	12.7048
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1565.24	245.728	7.2806
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1194.98	192	7.45137
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1268.15	234	8.55734
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1419.26	288	9.41077
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2659.08	526	9.17379
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	746.369	81	5.03299
lcl|NW_015386080.1_cds_XP_015665473.1_33	954	746.369	81	5.03299
