target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1223.09	35	2.4182
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4631.32	51	0.930572
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	658.088	27.2056	3.49349
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	2018.32	2	0.0837385
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	558.949	0	0
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	987.949	0	0
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	2054.86	167	6.8678
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3055.2	186	5.14467
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	340.172	23	5.71366
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	961.288	76	6.68104
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	1007.08	95.9472	8.05105
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	1007.08	95.9472	8.05105
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	896.87	233.106	21.9638
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2608.45	55.0053	1.78199
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	391.752	90	19.414
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1869.19	58	2.62215
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	578.041	16	2.33908
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	14384.7	9	0.0528721
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1806.34	6.06407e-08	2.83694e-09
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1808.01	128	5.98265
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2356.42	82	2.94066
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2382.32	0	0
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	238.313	144	51.0621
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2227.34	23	0.872621
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	948.742	171	15.2311
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	666.602	9	1.14093
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1703.89	25.8572	1.2824
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1298.68	112	7.28784
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1453.08	104	6.04821
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1565.64	5	0.269875
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2847.82	243	7.21072
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	917	243.999	22.4856
lcl|NW_015386080.1_cds_XP_015665473.1_33	954	917	243.999	22.4856
lcl|NW_015386080.1_cds_XP_015665546.1_34	933	897.819	0.00149013	0.000140255
lcl|NW_015386080.1_cds_XP_015667036.1_35	654	615.949	0	0
lcl|NW_015386080.1_cds_XP_015665655.1_36	801	755.558	21	2.34874
lcl|NW_015386080.1_cds_XP_015665766.1_37	1875	1943.43	65	2.82637
lcl|NW_015386080.1_cds_XP_015665881.1_38	1098	1114.93	72	5.45722
lcl|NW_015386080.1_cds_XP_015665994.1_39	1599	1519.11	74	4.11649
lcl|NW_015386080.1_cds_XP_015666064.1_40	1254	1156.66	0	0
lcl|NW_015386080.1_cds_XP_015666249.1_41	930	861.885	0	0
lcl|NW_015386080.1_cds_XP_015666179.1_42	930	878.527	598	57.5215
lcl|NW_015386080.1_cds_XP_015687256.1_43	1083	1095.1	6	0.463001
lcl|NW_015386080.1_cds_XP_015667143.1_44	354	322.055	583	152.976
lcl|NW_015386080.1_cds_XP_015666359.1_45	450	389.896	458	99.2662
lcl|NW_015386080.1_cds_XP_015666470.1_46	1506	1529.04	589	32.5523
lcl|NW_015386080.1_cds_XP_015687374.1_47	2010	2103.73	2	0.0803386
lcl|NW_015386080.1_cds_XP_015666585.1_48	3540	3791.76	67	1.4932
lcl|NW_015386080.1_cds_XP_015666813.1_49	912	908.168	164	15.2603
