target_id	length	eff_length	est_counts	tpm
XP_029143084.1_1	1203	1198.01	68	6.71011
XP_015680198.1_2	4665	4522.43	92	2.4049
XP_015687298.1_3	696	659.294	14.3037	2.56478
XP_015665765.1_4	2061	1964.98	4	0.240648
XP_015666892.1_5	597	579.657	8	1.63155
XP_029139238.1_6	1026	987.949	0	0
XP_015672503.1_7	2103	1993.26	412.011	24.4358
XP_015674734.1_8	3069	3008.87	275	10.8046
XP_015673617.1_9	360	331.034	19	6.78519
XP_015675845.1_10	1059	950.239	115	14.3069
XP_015676935.1_11	972	978.13	146.383	17.6919
XP_015678366.1_12	972	978.13	146.383	17.6919
XP_015677654.1_13	864	874.559	481.234	65.0501
XP_015679465.1_14	2586	2535.14	130.186	6.07077
XP_015680546.1_15	420	387.119	102	31.1484
XP_029141162.1_16	1881	1828.29	131	8.47046
XP_015669140.1_17	573	561.871	28	5.89118
XP_029142589.1_18	13848	14160.9	7	0.0584371
XP_015683337.1_19	1833	1790.93	0.00185343	0.000122343
XP_015682634.1_20	1836	1792.86	169.998	11.2093
XP_015685037.1_21	2289	2295.14	99.776	5.13923
XP_015684353.1_22	2340	2347.84	16.224	0.816904
XP_015686033.1_23	261	235.448	207	103.933
XP_015686929.1_24	2136	2170.65	33	1.79724
XP_015687480.1_25	1008	927.208	106	13.5148
XP_015687593.1_26	672	652.715	41	7.42577
XP_015687037.1_27	1671	1665.66	51.3052	3.6413
XP_015687703.1_28	1362	1263.64	111	10.3844
XP_015687147.1_29	1422	1426.89	260	21.5408
XP_029143147.1_30	1566	1545.59	6	0.458921
XP_015687929.1_31	2682	2776.63	287	12.2192
XP_015665398.1_32	954	889.979	303.995	40.3801
XP_015665473.1_33	954	889.979	303.995	40.3801
XP_015665546.1_34	933	871.854	0.00988118	0.00133982
XP_015667036.1_35	654	597.181	0.137835	0.0272857
XP_015665655.1_36	801	736.365	18	2.88975
XP_015665766.1_37	1875	1893.62	174	10.8627
XP_015665881.1_38	1098	1103.46	172	18.4269
XP_015665994.1_39	1599	1490.82	102	8.08826
XP_015666064.1_40	1254	1142.48	0	0
XP_015666249.1_41	930	840.549	0	0
XP_015666179.1_42	930	849.575	541	75.2794
XP_015687256.1_43	1083	1093.87	12	1.29687
XP_015667143.1_44	354	315.938	1137	425.44
XP_015666359.1_45	450	385.749	593	181.732
XP_015666470.1_46	1506	1496.53	588	46.4486
XP_015687374.1_47	2010	2036.76	8	0.464336
XP_015666585.1_48	3540	3700.7	160	5.11112
XP_015666813.1_49	912	888.872	179	23.8064
XP_015666700.1_50	933	947.325	486	60.6482
XP_015666930.1_51	624	600.714	413	81.2762
XP_015667260.1_52	783	752.545	8	1.25672
XP_015667488.1_53	1464	1439.03	7	0.575052
XP_015668016.1_54	2667	2628.95	0	0
XP_015667600.1_55	2226	2165.27	183	9.99126
XP_015667716.1_56	471	416.834	3	0.850823
XP_015667830.1_57	1641	1593.35	109.849	8.15015
XP_015667904.1_58	1392	1346.81	3.15063	0.276549
XP_029139139.1_59	3744	3729.54	458.213	14.5242
XP_015668246.1_60	1128	1102.81	193.039	20.693
XP_015668361.1_61	2613	2544.35	1380.3	64.1321
XP_015669141.1_62	1797	1715.3	78	5.3757
XP_029139423.1_63	2127	2025.85	6	0.350126
XP_015669253.1_64	1080	1059.61	268.792	29.9881
XP_015669330.1_65	1062	1035.57	554.208	63.2663
XP_015668584.1_66	1857	1505.92	2	0.157003
XP_015668691.1_67	1176	1137.95	0	0
XP_015671126.1_68	1158	1119.95	0	0
XP_015669447.1_69	2778	2687.27	264	11.6138
XP_015668804.1_70	1383	1369.41	2	0.172654
XP_015668918.2_71	684	628.185	11	2.07007
XP_015671244.1_72	699	679.826	43	7.47741
XP_015669564.1_73	2109	2072.13	325	18.5416
XP_015669781.1_74	876	822.48	96	13.7983
XP_015669671.1_75	1338	1271.15	11.5918	1.07804
XP_015669891.1_76	1338	1267	62.4082	5.823
XP_015671357.1_77	420	324.853	26	9.46166
XP_015670158.1_78	1977	1915.99	19	1.17231
XP_015670086.1_79	2001	1940.5	0	0
XP_015670379.1_80	696	631.033	1	0.187339
XP_015670492.2_81	3033	2922.93	546	22.0828
XP_029139499.1_82	1353	1280.34	5	0.461663
XP_015670790.1_83	753	710.781	5	0.831601
XP_015670603.1_84	1203	1144.47	60.5	6.24928
XP_015670680.1_85	1203	1144.47	60.5	6.24928
XP_029139857.1_86	1482	1450.58	67.6363	5.5121
XP_015671471.1_87	1338	1259.06	25	2.34732
XP_015670900.1_88	1785	1694.16	135	9.42022
XP_015671013.1_89	1944	1831.54	94	6.06725
XP_029139962.1_90	2536	2443.23	3	0.145157
XP_029140141.1_91	1002	972.116	1	0.121608
XP_015671651.1_92	909	814.464	46.5631	6.75851
XP_015671724.1_93	909	814.464	46.5631	6.75851
XP_015671799.1_94	909	814.464	46.5631	6.75851
XP_015671876.1_95	909	814.464	46.5631	6.75851
XP_015671951.1_96	870	772.661	23.7475	3.63337
XP_015672393.1_97	312	227.075	2.99744	1.56049
XP_015672062.1_98	381	342.949	0	0
XP_015672174.1_99	381	289.294	1.02828	0.420197
XP_015672282.1_100	312	228.93	0.00256247	0.00132323
XP_015673057.1_101	501	401.514	4	1.17772
XP_015672832.1_102	3459	3243.86	33.841	1.23328
XP_015673167.1_103	1341	1273.21	6	0.557098
XP_015673279.1_104	609	509.037	5	1.16118
XP_015672945.1_105	1050	983.142	13	1.56318
XP_015672724.1_106	300	226.115	31	16.2074
XP_015674175.1_107	1325	1355.88	61.3333	5.34755
XP_015674246.1_108	1325	1355.88	61.3333	5.34755
XP_015674319.1_109	1325	1355.88	61.3333	5.34755
XP_029140317.1_110	1074	1086.2	16	1.74137
XP_029140492.1_111	2703	2684.85	32	1.409
XP_015674547.1_112	1077	1077.78	25.5	2.79698
XP_015674621.1_113	1077	1077.78	25.5	2.79698
XP_015674735.1_114	675	627.068	4392	827.997
XP_015674840.1_115	2187	2254.37	650	34.0855
XP_015673618.1_116	3030	2967.25	105	4.18328
XP_029140535.1_117	3012	3066.15	12	0.462666
XP_015673846.1_118	996	1031.79	12	1.3749
XP_015673955.1_119	2085	1983.69	194	11.5613
XP_015674062.2_120	582	543.949	0	0
XP_029140609.1_121	690	651.949	0	0
XP_015674950.1_122	3753	3835.58	23	0.708888
XP_015675064.1_123	1206	1230.4	79	7.59035
XP_029140660.1_124	1242	1176.1	22	2.21136
XP_029140683.1_125	2151	2178.13	7	0.379922
XP_029140703.1_126	1833	1772.5	6	0.40017
XP_015676029.1_127	5769	5904.28	39	0.780869
XP_015676142.1_128	2781	2754.44	398	17.0817
XP_015678294.1_129	1044	1042.99	31.0672	3.5213
XP_015678224.1_130	1203	1217.8	13.9328	1.35252
XP_015676254.1_131	3021	3093.06	201	7.68226
XP_029140750.1_132	1584	1369.68	2	0.172621
XP_015676503.1_133	2571	2531.96	159	7.42372
XP_029140975.1_134	1545	1363.34	156	13.527
XP_015676684.1_135	891	880.636	59	7.9202
XP_015676789.1_136	1569	1557.14	1582	120.105
XP_015677004.1_137	1983	2020.94	122	7.13652
XP_015676896.1_138	3864	3976.12	0.0119989	0.000356749
XP_029141036.1_139	3879	3989.12	390.988	11.5869
XP_015677115.1_140	897	882.844	69	9.23944
XP_029140787.1_141	9558	9862.19	642.83	7.70556
XP_015677333.1_142	1638	1614.66	64	4.68575
XP_029140771.1_143	1521	1503.21	7	0.550504
XP_015677447.1_144	2859	2888.3	773	31.6386
XP_015677548.1_145	954	939.706	257	32.3312
XP_015677655.1_146	3342	3412.35	65	2.25185
XP_015677912.1_147	1053	1078.12	214.306	23.4989
XP_015677838.1_148	1158	1194.41	121.364	12.012
XP_015677766.1_149	1251	1288.33	48.3301	4.43478
XP_029140807.1_150	1926	1877.64	1	0.0629604
XP_029141301.1_151	1599	1456.02	27.3459	2.22027
XP_029141287.1_152	1602	1462.81	51.6541	4.17443
XP_029140837.1_153	1221	1142.14	7	0.724532
XP_015678114.1_154	597	557.364	12	2.54521
XP_029141382.1_155	5773	5075.26	38	0.885128
XP_029141531.1_156	444	405.949	0	0
XP_015678698.1_157	444	405.949	0	0
XP_029141472.1_158	618	597.06	36	7.12796
XP_015679573.1_159	867	848.611	16	2.22891
XP_015679829.1_160	2067	1992.1	130.217	7.72748
XP_029141587.1_161	2361	2268.23	7.78312	0.405647
XP_015679940.1_162	1608	1486.54	114	9.06586
XP_029142032.1_163	864	825.949	0	0
XP_015682525.1_164	1713	1730.55	7	0.478183
XP_015680051.2_165	2007	2009.2	97	5.70729
XP_015680159.1_166	876	796.842	48	7.12114
XP_015680271.1_167	627	570.811	62	12.8404
XP_015682635.1_168	1122	1083.95	0	0
XP_015680368.1_169	915	889.551	45.2345	6.01146
