target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1186.36	16	4.12121
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4547.15	333	22.3782
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	664.125	0.0252822	0.0116328
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	1970.52	1	0.155074
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	572.542	10	5.33718
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	991.518	1	0.30819
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	2015.77	188.713	28.6075
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3012.72	141	14.3014
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	327.969	4	3.72689
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	950.618	30	9.64351
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	967.559	54.7055	17.2772
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	967.559	54.7055	17.2772
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	870.282	103.589	36.3725
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2494.33	155.352	19.0319
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	394.941	476	368.294
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1831.6	23	3.83722
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	562.416	58	31.513
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	14240.6	26	0.55791
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1832.85	47.6127	7.93809
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1835.38	15.3873	2.56187
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2302.37	34	4.51256
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2353.08	0	0
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	240.601	187	237.501
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2179.49	20	2.8041
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	919.138	100	33.2459
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	648.405	17	8.01166
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1648.63	8	1.48281
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1281.09	159	37.926
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1410.47	77	16.682
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1574.4	3	0.582273
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2748.69	69	7.67083
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	886.982	604	208.085
lcl|NW_015386080.1_cds_XP_015665473.1_33	954	886.982	604	208.085
lcl|NW_015386080.1_cds_XP_015665546.1_34	933	867.948	0	0
lcl|NW_015386080.1_cds_XP_015667036.1_35	654	615.949	0	0
lcl|NW_015386080.1_cds_XP_015665655.1_36	801	723.924	10	4.22111
lcl|NW_015386080.1_cds_XP_015665766.1_37	1875	1901.03	23	3.69708
lcl|NW_015386080.1_cds_XP_015665881.1_38	1098	1122.18	409	111.373
lcl|NW_015386080.1_cds_XP_015665994.1_39	1599	1495.68	8.61438	1.75997
lcl|NW_015386080.1_cds_XP_015666064.1_40	1254	1148.43	33.3856	8.88331
lcl|NW_015386080.1_cds_XP_015666249.1_41	930	852.01	23.8113	8.54
lcl|NW_015386080.1_cds_XP_015666179.1_42	930	857.271	211.189	75.2787
lcl|NW_015386080.1_cds_XP_015687256.1_43	1083	1098.73	5	1.39059
lcl|NW_015386080.1_cds_XP_015667143.1_44	354	325.064	945	888.347
lcl|NW_015386080.1_cds_XP_015666359.1_45	450	401.482	129	98.1845
lcl|NW_015386080.1_cds_XP_015666470.1_46	1506	1485.95	228	46.8869
lcl|NW_015386080.1_cds_XP_015687374.1_47	2010	1947.63	16	2.51034
lcl|NW_015386080.1_cds_XP_015666585.1_48	3540	3682.48	51	4.23204
lcl|NW_015386080.1_cds_XP_015666813.1_49	912	869.881	221	77.634
lcl|NW_015386080.1_cds_XP_015666700.1_50	933	947.69	209	67.3906
lcl|NW_015386080.1_cds_XP_015666930.1_51	624	595.372	43	22.0699
lcl|NW_015386081.1_cds_XP_015667260.1_52	783	767.547	27	10.7493
lcl|NW_015386081.1_cds_XP_015667488.1_53	1464	1431.93	14	2.98761
lcl|NW_015386081.1_cds_XP_015668016.1_54	2667	2628.95	0	0
lcl|NW_015386081.1_cds_XP_015667600.1_55	2226	2144.56	116	16.5287
lcl|NW_015386081.1_cds_XP_015667716.1_56	471	414.064	4	2.95197
lcl|NW_015386081.1_cds_XP_015667830.1_57	1641	1600.45	57.3009	10.9405
lcl|NW_015386081.1_cds_XP_015667904.1_58	1392	1349.09	3.69906	0.837858
lcl|NW_015386081.1_cds_XP_029139139.1_59	3744	3731.25	39.0071	3.19454
lcl|NW_015386082.1_cds_XP_015668246.1_60	1128	1085.48	203.618	57.3209
lcl|NW_015386082.1_cds_XP_015668361.1_61	2613	2520.03	403.847	48.9701
lcl|NW_015386082.1_cds_XP_015669141.1_62	1797	1707.78	29	5.18902
lcl|NW_015386082.1_cds_XP_029139423.1_63	2127	2017.08	29	4.39333
lcl|NW_015386082.1_cds_XP_015669253.1_64	1080	1048.31	149.411	43.5522
lcl|NW_015386082.1_cds_XP_015669330.1_65	1062	1025.12	288.589	86.0251
lcl|NW_015386082.1_cds_XP_015668584.1_66	1857	1818.95	0	0
lcl|NW_015386082.1_cds_XP_015668691.1_67	1176	1137.95	0	0
lcl|NW_015386082.1_cds_XP_015671126.1_68	1158	928.801	3	0.987002
lcl|NW_015386082.1_cds_XP_015669447.1_69	2778	2701.78	249	28.1624
lcl|NW_015386082.1_cds_XP_015668804.1_70	1383	1362.94	2	0.448408
lcl|NW_015386082.1_cds_XP_015668918.2_71	684	622.478	3	1.47271
lcl|NW_015386082.1_cds_XP_015671244.1_72	699	668.717	60	27.4175
lcl|NW_015386082.1_cds_XP_015669564.1_73	2109	2061.06	156	23.1288
lcl|NW_015386082.1_cds_XP_015669781.1_74	876	832.076	603	221.449
lcl|NW_015386082.1_cds_XP_015669671.1_75	1338	1286.88	3.87302	0.919668
lcl|NW_015386082.1_cds_XP_015669891.1_76	1338	1283.28	549.127	130.759
lcl|NW_015386082.1_cds_XP_015671357.1_77	420	342.609	6	5.35146
lcl|NW_015386082.1_cds_XP_015670158.1_78	1977	1891.95	13.9997	2.26115
lcl|NW_015386082.1_cds_XP_015670086.1_79	2001	1917.92	0.000261269	4.16272e-05
lcl|NW_015386082.1_cds_XP_015670379.1_80	696	644.09	1	0.474431
lcl|NW_015386082.1_cds_XP_015670492.2_81	3033	2951.24	406	42.0379
lcl|NW_015386082.1_cds_XP_029139499.1_82	1353	1284.75	7	1.66495
lcl|NW_015386082.1_cds_XP_015670790.1_83	753	696.994	95	41.6499
lcl|NW_015386082.1_cds_XP_015670603.1_84	1203	1139.94	70	18.7644
lcl|NW_015386082.1_cds_XP_015670680.1_85	1203	1139.94	70	18.7644
lcl|NW_015386082.1_cds_XP_029139857.1_86	1482	1452.58	12	2.52442
lcl|NW_015386082.1_cds_XP_015671471.1_87	1338	1263.33	37	8.94962
lcl|NW_015386082.1_cds_XP_015670900.1_88	1785	1679.65	97	17.647
lcl|NW_015386082.1_cds_XP_015671013.1_89	1944	1827.4	48	8.02652
lcl|NW_015386083.1_cds_XP_029139962.1_90	2536	2430.1	5	0.628733
lcl|NW_015386083.1_cds_XP_029140141.1_91	1002	955.61	1	0.319771
lcl|NW_015386083.1_cds_XP_015671651.1_92	909	813.688	0	0
lcl|NW_015386083.1_cds_XP_015671724.1_93	909	813.688	0	0
lcl|NW_015386083.1_cds_XP_015671799.1_94	909	813.688	0	0
lcl|NW_015386083.1_cds_XP_015671876.1_95	909	813.688	0	0
lcl|NW_015386083.1_cds_XP_015671951.1_96	870	768.525	9	3.57853
lcl|NW_015386083.1_cds_XP_015672393.1_97	312	240.738	1	1.26933
lcl|NW_015386083.1_cds_XP_015672062.1_98	381	342.949	0	0
lcl|NW_015386083.1_cds_XP_015672174.1_99	381	342.949	0	0
lcl|NW_015386083.1_cds_XP_015672282.1_100	312	243.933	1	1.2527
lcl|NW_015386084.1_cds_XP_015673057.1_101	501	412.415	7	5.18661
lcl|NW_015386084.1_cds_XP_015672832.1_102	3459	3235.92	14.8389	1.40127
lcl|NW_015386084.1_cds_XP_015673167.1_103	1341	1265.56	9	2.17311
lcl|NW_015386084.1_cds_XP_015673279.1_104	609	511.395	12	7.17042
lcl|NW_015386084.1_cds_XP_015672945.1_105	1050	978.58	35	10.9293
lcl|NW_015386084.1_cds_XP_015672724.1_106	300	232.045	6	7.90129
lcl|NW_015386085.1_cds_XP_015674175.1_107	1325	1340.42	96	21.8852
lcl|NW_015386085.1_cds_XP_015674246.1_108	1325	1340.42	96	21.8852
lcl|NW_015386085.1_cds_XP_015674319.1_109	1325	1340.42	96	21.8852
lcl|NW_015386085.1_cds_XP_029140317.1_110	1074	1062.79	7	2.01266
lcl|NW_015386085.1_cds_XP_029140492.1_111	2703	2682.63	14	1.59473
lcl|NW_015386085.1_cds_XP_015674547.1_112	1077	1097.93	26	7.23635
lcl|NW_015386085.1_cds_XP_015674621.1_113	1077	1097.93	26	7.23635
lcl|NW_015386085.1_cds_XP_015674735.1_114	675	638.107	1896	907.955
lcl|NW_015386085.1_cds_XP_015674840.1_115	2187	2221.37	1046	143.89
lcl|NW_015386085.1_cds_XP_015673618.1_116	3030	3002.05	26	2.64652
lcl|NW_015386085.1_cds_XP_029140535.1_117	3012	3071.59	14	1.39279
lcl|NW_015386085.1_cds_XP_015673846.1_118	996	1026.75	20	5.95231
lcl|NW_015386085.1_cds_XP_015673955.1_119	2085	1996.09	232	35.5162
lcl|NW_015386085.1_cds_XP_015674062.2_120	582	566.304	2	1.0792
lcl|NW_015386085.1_cds_XP_029140609.1_121	690	620.275	2	0.985292
lcl|NW_015386085.1_cds_XP_015674950.1_122	3753	3832.74	7	0.558095
lcl|NW_015386085.1_cds_XP_015675064.1_123	1206	1235.03	5	1.23712
lcl|NW_015386086.1_cds_XP_029140660.1_124	1242	1186.21	1	0.257608
lcl|NW_015386086.1_cds_XP_029140683.1_125	2151	2148.77	1	0.14221
lcl|NW_015386086.1_cds_XP_029140703.1_126	1833	1794.95	0	0
lcl|NW_015386087.1_cds_XP_015676029.1_127	5769	5871.27	28	1.45729
lcl|NW_015386087.1_cds_XP_015676142.1_128	2781	2755.14	326	36.157
lcl|NW_015386087.1_cds_XP_015678294.1_129	1044	1032.84	11.4696	3.3934
