target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1239.77	18	1.11184
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4623.02	59	0.977317
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	668.907	185.348	21.2193
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	2033.65	1	0.0376559
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	594.837	3	0.386217
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	987.949	0	0
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	2044.06	251.174	9.40999
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3058.73	479	11.9923
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	336.295	51	11.6134
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	982.911	79	6.15491
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	1001.71	99.6522	7.61821
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	1001.71	99.6522	7.61821
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	891.139	243.696	20.9416
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2624.43	79.558	2.32144
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	389.441	97	19.0739
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1892.35	106	4.28957
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	580.248	25	3.2994
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	14314.5	3	0.0160492
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1799.42	0	0
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1801	111	4.71973
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2334.51	99	3.24749
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2387.75	2.69659e-07	8.64837e-09
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	235.642	147	47.7721
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2205.92	12	0.416582
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	966.494	195	15.4506
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	669.198	9	1.0299
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1724.88	36.8312	1.63518
lcl|NW_015386080.1_cds_XP_015687703.1_28	1362	1298	103	6.07673
lcl|NW_015386080.1_cds_XP_015687147.1_29	1422	1460.09	190	9.96511
lcl|NW_015386080.1_cds_XP_029143147.1_30	1566	1527.95	0	0
lcl|NW_015386080.1_cds_XP_015687929.1_31	2682	2858.47	299	8.01026
lcl|NW_015386080.1_cds_XP_015665398.1_32	954	908.564	303.173	25.5531
lcl|NW_015386080.1_cds_XP_015665473.1_33	954	908.564	303.173	25.5531
lcl|NW_015386080.1_cds_XP_015665546.1_34	933	889.593	0.654838	0.0563704
lcl|NW_015386080.1_cds_XP_015667036.1_35	654	615.949	0	0
lcl|NW_015386080.1_cds_XP_015665655.1_36	801	751.236	37	3.77168
lcl|NW_015386080.1_cds_XP_015665766.1_37	1875	1932.14	172	6.81708
lcl|NW_015386080.1_cds_XP_015665881.1_38	1098	1109.61	72	4.96903
lcl|NW_015386080.1_cds_XP_015665994.1_39	1599	1531.17	87	4.35116
lcl|NW_015386080.1_cds_XP_015666064.1_40	1254	1161.68	0	0
lcl|NW_015386080.1_cds_XP_015666249.1_41	930	868.513	370	32.6238
lcl|NW_015386080.1_cds_XP_015666179.1_42	930	866.562	0	0
lcl|NW_015386080.1_cds_XP_015687256.1_43	1083	1099.97	2	0.139238
lcl|NW_015386080.1_cds_XP_015667143.1_44	354	313.452	361	88.1953
lcl|NW_015386080.1_cds_XP_015666359.1_45	450	395.278	505	97.8357
lcl|NW_015386080.1_cds_XP_015666470.1_46	1506	1552.88	391	19.2818
lcl|NW_015386080.1_cds_XP_015687374.1_47	2010	1971.95	0	0
lcl|NW_015386080.1_cds_XP_015666585.1_48	3540	3767.16	84	1.70755
lcl|NW_015386080.1_cds_XP_015666813.1_49	912	909.295	110	9.26396
lcl|NW_015386080.1_cds_XP_015666700.1_50	933	972.16	280	22.0561
lcl|NW_015386080.1_cds_XP_015666930.1_51	624	620.088	324	40.0129
lcl|NW_015386081.1_cds_XP_015667260.1_52	783	754.996	1	0.101429
lcl|NW_015386081.1_cds_XP_015667488.1_53	1464	1492.15	22	1.12906
lcl|NW_015386081.1_cds_XP_015668016.1_54	2667	2628.95	0	0
lcl|NW_015386081.1_cds_XP_015667600.1_55	2226	2226.1	148	5.09126
lcl|NW_015386081.1_cds_XP_015667716.1_56	471	421.248	2	0.363581
lcl|NW_015386081.1_cds_XP_015667830.1_57	1641	1611.75	76.3939	3.6297
lcl|NW_015386081.1_cds_XP_015667904.1_58	1392	1358.57	22.6061	1.27424
lcl|NW_015386081.1_cds_XP_029139139.1_59	3744	3846.94	177.989	3.54312
lcl|NW_015386082.1_cds_XP_015668246.1_60	1128	1133.43	19.9718	1.34937
lcl|NW_015386082.1_cds_XP_015668361.1_61	2613	2635.56	1039.84	30.2135
lcl|NW_015386082.1_cds_XP_015669141.1_62	1797	1782.93	43	1.84689
lcl|NW_015386082.1_cds_XP_029139423.1_63	2127	2070.25	3	0.11097
lcl|NW_015386082.1_cds_XP_015669253.1_64	1080	1082.02	108.295	7.66449
lcl|NW_015386082.1_cds_XP_015669330.1_65	1062	1058.16	202.705	14.6697
lcl|NW_015386082.1_cds_XP_015668584.1_66	1857	1601.02	5	0.239157
lcl|NW_015386082.1_cds_XP_015668691.1_67	1176	1137.95	0	0
lcl|NW_015386082.1_cds_XP_015671126.1_68	1158	1119.95	0	0
lcl|NW_015386082.1_cds_XP_015669447.1_69	2778	2759.86	166	4.60607
lcl|NW_015386082.1_cds_XP_015668804.1_70	1383	1402.4	3	0.163817
lcl|NW_015386082.1_cds_XP_015668918.2_71	684	647.382	7	0.828031
lcl|NW_015386082.1_cds_XP_015671244.1_72	699	696.778	36	3.95655
lcl|NW_015386082.1_cds_XP_015669564.1_73	2109	2131.35	168	6.03621
lcl|NW_015386082.1_cds_XP_015669781.1_74	876	836.587	18	1.64767
lcl|NW_015386082.1_cds_XP_015669671.1_75	1338	1299.79	2.19763	0.129476
lcl|NW_015386082.1_cds_XP_015669891.1_76	1338	1293.14	39.8024	2.35707
lcl|NW_015386082.1_cds_XP_015671357.1_77	420	326.77	9	2.10916
lcl|NW_015386082.1_cds_XP_015670158.1_78	1977	1987.39	5.99989	0.23119
lcl|NW_015386082.1_cds_XP_015670086.1_79	2001	2012.24	0.000112815	4.29336e-06
lcl|NW_015386082.1_cds_XP_015670379.1_80	696	642.977	6	0.714603
lcl|NW_015386082.1_cds_XP_015670492.2_81	3033	2945.07	263	6.83862
lcl|NW_015386082.1_cds_XP_029139499.1_82	1353	1321.23	3	0.173881
lcl|NW_015386082.1_cds_XP_015670790.1_83	753	714.949	0	0
lcl|NW_015386082.1_cds_XP_015670603.1_84	1203	1175.76	26	1.69342
lcl|NW_015386082.1_cds_XP_015670680.1_85	1203	1175.76	26	1.69342
lcl|NW_015386082.1_cds_XP_029139857.1_86	1482	1493.01	11	0.564207
lcl|NW_015386082.1_cds_XP_015671471.1_87	1338	1282.62	7	0.417935
lcl|NW_015386082.1_cds_XP_015670900.1_88	1785	1750.31	102	4.46266
lcl|NW_015386082.1_cds_XP_015671013.1_89	1944	1904.43	40	1.60843
lcl|NW_015386083.1_cds_XP_029139962.1_90	2536	2497.95	0	0
lcl|NW_015386083.1_cds_XP_029140141.1_91	1002	1005.31	2	0.152349
lcl|NW_015386083.1_cds_XP_015671651.1_92	909	855.36	29.2984	2.62303
lcl|NW_015386083.1_cds_XP_015671724.1_93	909	855.36	29.2984	2.62303
lcl|NW_015386083.1_cds_XP_015671799.1_94	909	855.36	29.2984	2.62303
lcl|NW_015386083.1_cds_XP_015671876.1_95	909	855.36	29.2984	2.62303
lcl|NW_015386083.1_cds_XP_015671951.1_96	870	807.61	102.806	9.74827
lcl|NW_015386083.1_cds_XP_015672393.1_97	312	229.398	1	0.333826
lcl|NW_015386083.1_cds_XP_015672062.1_98	381	295.865	3.50829	0.908052
lcl|NW_015386083.1_cds_XP_015672174.1_99	381	297.858	1.63211	0.419612
lcl|NW_015386083.1_cds_XP_015672282.1_100	312	228.195	1	0.335584
lcl|NW_015386084.1_cds_XP_015673057.1_101	501	418.282	5	0.915397
lcl|NW_015386084.1_cds_XP_015672832.1_102	3459	3342.03	71.3443	1.63477
lcl|NW_015386084.1_cds_XP_015673167.1_103	1341	1314.74	6	0.349478
lcl|NW_015386084.1_cds_XP_015673279.1_104	609	524.561	20	2.91973
lcl|NW_015386084.1_cds_XP_015672945.1_105	1050	1007.11	20	1.52076
lcl|NW_015386084.1_cds_XP_015672724.1_106	300	230.639	31	10.2929
lcl|NW_015386085.1_cds_XP_015674175.1_107	1325	1398.39	33.3333	1.82541
lcl|NW_015386085.1_cds_XP_015674246.1_108	1325	1398.39	33.3333	1.82541
lcl|NW_015386085.1_cds_XP_015674319.1_109	1325	1398.39	33.3333	1.82541
lcl|NW_015386085.1_cds_XP_029140317.1_110	1074	1128.94	7	0.474826
lcl|NW_015386085.1_cds_XP_029140492.1_111	2703	2766.86	10	0.276771
lcl|NW_015386085.1_cds_XP_015674547.1_112	1077	1091.52	6.5	0.456029
lcl|NW_015386085.1_cds_XP_015674621.1_113	1077	1091.52	6.5	0.456029
lcl|NW_015386085.1_cds_XP_015674735.1_114	675	636.708	1721	206.99
lcl|NW_015386085.1_cds_XP_015674840.1_115	2187	2324.81	465	15.317
lcl|NW_015386085.1_cds_XP_015673618.1_116	3030	3005.35	47	1.1976
lcl|NW_015386085.1_cds_XP_029140535.1_117	3012	3151.3	4	0.0972029
lcl|NW_015386085.1_cds_XP_015673846.1_118	996	1030.7	8	0.594385
lcl|NW_015386085.1_cds_XP_015673955.1_119	2085	2012.8	184	7.00045
lcl|NW_015386085.1_cds_XP_015674062.2_120	582	543.949	0	0
lcl|NW_015386085.1_cds_XP_029140609.1_121	690	651.949	0	0
lcl|NW_015386085.1_cds_XP_015674950.1_122	3753	3903.46	15	0.294273
lcl|NW_015386085.1_cds_XP_015675064.1_123	1206	1260.12	59	3.58551
lcl|NW_015386086.1_cds_XP_029140660.1_124	1242	1204.77	16	1.01701
lcl|NW_015386086.1_cds_XP_029140683.1_125	2151	2262.19	3	0.101555
lcl|NW_015386086.1_cds_XP_029140703.1_126	1833	1825.63	2	0.0838929
lcl|NW_015386087.1_cds_XP_015676029.1_127	5769	6046.93	72	0.911814
lcl|NW_015386087.1_cds_XP_015676142.1_128	2781	2840.11	292	7.87331
lcl|NW_015386087.1_cds_XP_015678294.1_129	1044	1078.34	14.0261	0.996071
lcl|NW_015386087.1_cds_XP_015678224.1_130	1203	1258.85	6.97388	0.424238
lcl|NW_015386087.1_cds_XP_015676254.1_131	3021	3159.08	115	2.7877
lcl|NW_015386087.1_cds_XP_029140750.1_132	1584	1545.95	0	0
lcl|NW_015386087.1_cds_XP_015676503.1_133	2571	2569.05	73	2.176
lcl|NW_015386087.1_cds_XP_029140975.1_134	1545	1390.55	156	8.59107
lcl|NW_015386087.1_cds_XP_015676684.1_135	891	911.582	28	2.35218
lcl|NW_015386087.1_cds_XP_015676789.1_136	1569	1600.14	331	15.8409
lcl|NW_015386087.1_cds_XP_015677004.1_137	1983	2064.06	140	5.19415
lcl|NW_015386087.1_cds_XP_015676896.1_138	3864	4096.12	1.41669	0.0264856
lcl|NW_015386087.1_cds_XP_029141036.1_139	3879	4107.52	259.583	4.83955
lcl|NW_015386087.1_cds_XP_015677115.1_140	897	901.803	22	1.86818
lcl|NW_015386087.1_cds_XP_029140787.1_141	9558	10017.1	228	1.74301
lcl|NW_015386087.1_cds_XP_015677333.1_142	1638	1687.09	90	4.08521
lcl|NW_015386087.1_cds_XP_029140771.1_143	1521	1482.95	0	0
lcl|NW_015386087.1_cds_XP_015677447.1_144	2859	2943.92	666	17.3243
lcl|NW_015386087.1_cds_XP_015677548.1_145	954	979.838	177	13.8334
lcl|NW_015386087.1_cds_XP_015677655.1_146	3342	3439.61	13	0.28943
lcl|NW_015386087.1_cds_XP_015677912.1_147	1053	1088.45	57.7489	4.06296
lcl|NW_015386087.1_cds_XP_015677838.1_148	1158	1195.01	59.1907	3.79308
lcl|NW_015386087.1_cds_XP_015677766.1_149	1251	1282.77	38.0604	2.27214
lcl|NW_015386087.1_cds_XP_029140807.1_150	1926	1913	1	0.0400307
lcl|NW_015386087.1_cds_XP_029141301.1_151	1599	1493.75	26.4446	1.35571
lcl|NW_015386087.1_cds_XP_029141287.1_152	1602	1500.6	0.555351	0.0283407
lcl|NW_015386087.1_cds_XP_029140837.1_153	1221	1182.24	1	0.0647745
lcl|NW_015386087.1_cds_XP_015678114.1_154	597	567.871	8	1.07882
lcl|NW_015386088.1_cds_XP_029141382.1_155	5773	5178.02	46	0.680304
lcl|NW_015386089.1_cds_XP_029141531.1_156	444	405.949	0	0
lcl|NW_015386089.1_cds_XP_015678698.1_157	444	405.949	0	0
lcl|NW_015386089.1_cds_XP_029141472.1_158	618	618.074	13	1.61069
lcl|NW_015386089.1_cds_XP_015679573.1_159	867	873.562	5	0.438314
lcl|NW_015386089.1_cds_XP_015679829.1_160	2067	2037.64	27.4456	1.03146
lcl|NW_015386089.1_cds_XP_029141587.1_161	2361	2316.88	6.55444	0.216641
lcl|NW_015386089.1_cds_XP_015679940.1_162	1608	1526.47	60	3.01004
lcl|NW_015386089.1_cds_XP_029142032.1_163	864	825.949	0	0
lcl|NW_015386089.1_cds_XP_015682525.1_164	1713	1748.98	3	0.131355
lcl|NW_015386089.1_cds_XP_015680051.2_165	2007	2100.91	105	3.82728
lcl|NW_015386089.1_cds_XP_015680159.1_166	876	818.16	41	3.83756
lcl|NW_015386089.1_cds_XP_015680271.1_167	627	575.939	43	5.71743
