target_id	length	eff_length	est_counts	tpm
lcl|NW_015386077.1_cds_XP_029143084.1_1	1203	1019.97	260	12.5892
lcl|NW_015386077.1_cds_XP_015680198.1_2	4665	4846.95	890	9.06848
lcl|NW_015386077.1_cds_XP_015687298.1_3	696	435.682	23.7086	2.6875
lcl|NW_015386077.1_cds_XP_015665765.1_4	2061	1923.13	276	7.08782
lcl|NW_015386078.1_cds_XP_015666892.1_5	597	345.425	97	13.8685
lcl|NW_015386079.1_cds_XP_029139238.1_6	1026	820.789	267	16.0654
lcl|NW_015386079.1_cds_XP_015672503.1_7	2103	1977.36	413.405	10.3253
lcl|NW_015386079.1_cds_XP_015674734.1_8	3069	3070.32	455	7.3188
lcl|NW_015386079.1_cds_XP_015673617.1_9	360	81.9299	84	50.6349
lcl|NW_015386079.1_cds_XP_015675845.1_10	1059	853.23	126	7.29319
lcl|NW_015386079.1_cds_XP_015676935.1_11	972	736.397	54	3.62155
lcl|NW_015386079.1_cds_XP_015678366.1_12	972	736.397	54	3.62155
lcl|NW_015386079.1_cds_XP_015677654.1_13	864	620.509	0	0
lcl|NW_015386079.1_cds_XP_015679465.1_14	2586	2560.29	458.688	8.84794
lcl|NW_015386079.1_cds_XP_015680546.1_15	420	141.93	76	26.4456
lcl|NW_015386079.1_cds_XP_029141162.1_16	1881	1709.99	326	9.41535
lcl|NW_015386079.1_cds_XP_015669140.1_17	573	316.648	1387	216.328
lcl|NW_015386079.1_cds_XP_029142589.1_18	13848	15315.9	2240	7.22303
lcl|NW_015386079.1_cds_XP_015683337.1_19	1833	1690.51	0	0
lcl|NW_015386079.1_cds_XP_015682634.1_20	1836	1693.83	290	8.45553
lcl|NW_015386079.1_cds_XP_015685037.1_21	2289	2132.76	1.57724e-08	3.65231e-10
lcl|NW_015386079.1_cds_XP_015684353.1_22	2340	2187.91	366	8.2616
lcl|NW_015386079.1_cds_XP_015686033.1_23	261	56.0215	50	44.0787
lcl|NW_015386080.1_cds_XP_015686929.1_24	2136	2028.55	227	5.52652
lcl|NW_015386080.1_cds_XP_015687480.1_25	1008	796.717	231	14.3193
lcl|NW_015386080.1_cds_XP_015687593.1_26	672	435.753	107	12.1271
lcl|NW_015386080.1_cds_XP_015687037.1_27	1671	1555.1	237.247	7.53453
